# nm	H2O.H	H2O.O	CCl4.Cl	CCl4.C	Na+	Cl-	DDC.T	DDC.HG
-2.000000000000000000e+00	2.716705662705803871e+09	-2.687174839287990093e+09	0.000000000000000000e+00	0.000000000000000000e+00	5.507482062500000000e+07	-7.460134793750000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.979999999999999982e+00	2.686654472355517387e+09	-2.705647865390763760e+09	0.000000000000000000e+00	0.000000000000000000e+00	5.607618100000000000e+07	-6.659046493750000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.959999999999999964e+00	2.702785847262165070e+09	-2.731145845081916332e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.558910456250000000e+07	-5.757822156250000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.939999999999999947e+00	2.692118325146478653e+09	-2.718917222168812275e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.759182531250000000e+07	-7.059590643750000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.919999999999999929e+00	2.747927678654154778e+09	-2.725421808824718952e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.558910456250000000e+07	-6.258502343750000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.900000000000000133e+00	2.723990799760419369e+09	-2.674165665976177692e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.508842437500000000e+07	-7.560270831250000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.880000000000000115e+00	2.743764743194374561e+09	-2.739211532535240173e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.508842437500000000e+07	-6.909386587500000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.860000000000000098e+00	2.723730616294183254e+09	-2.732967129345569611e+09	0.000000000000000000e+00	0.000000000000000000e+00	7.309930737500000000e+07	-5.507482062500000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.840000000000000080e+00	2.694199792876368999e+09	-2.687955389686698914e+09	0.000000000000000000e+00	0.000000000000000000e+00	5.807890175000000000e+07	-4.956733856250000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.820000000000000062e+00	2.685353555024335861e+09	-2.711632085114197731e+09	0.000000000000000000e+00	0.000000000000000000e+00	7.109658662500000000e+07	-5.757822156250000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.800000000000000044e+00	2.697191902738085747e+09	-2.740772633332657337e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.709114512500000000e+07	-5.757822156250000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.780000000000000027e+00	2.717095937905158997e+09	-2.699403462201093674e+09	0.000000000000000000e+00	0.000000000000000000e+00	5.357278006250000000e+07	-7.410066775000000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
-1.760000000000000009e+00	2.698492820069267273e+09	-2.694720159808841228e+09	0.000000000000000000e+00	0.000000000000000000e+00	6.659046493750000000e+07	-6.508842437500000000e+07	0.000000000000000000e+00	0.000000000000000000e+00
