# nm	x_force	y_force	z_force	magnitude_x-y_force
-7.399999999999999911e-01	2.708484528897969312e+00	2.259329420082179851e+00	7.614598643924016530e-01	2.959994911985058934e+02
-7.199999999999999734e-01	3.965324562987182500e-01	1.104926242839395362e-01	-9.083372641117650748e-01	2.992661981514066838e+02
-7.000000000000000666e-01	1.698209050162196254e+00	-7.120358786149788566e-01	2.557426138795187764e+00	2.942834871485362669e+02
-6.800000000000000488e-01	-8.737778323163140071e-01	-1.967302862943998587e+00	-2.747243523281720279e+00	2.989089582297947345e+02
-6.600000000000000311e-01	-6.381591865859632673e-01	2.056246908040600285e+00	-3.483060288727440668e+00	2.969642437051389834e+02
-6.400000000000000133e-01	-2.101432925795805762e+00	2.054985737286217251e+00	2.774353137263503299e+00	3.003311317096978428e+02
-6.199999999999999956e-01	-1.059196964042443234e+00	1.243321874529652149e+00	-2.888337695343918377e+00	3.028484382870088325e+02
-5.999999999999999778e-01	-3.761569877161349273e-01	-1.233938577036135298e+00	5.391206788475515488e-01	2.983573132181612095e+02
-5.799999999999999600e-01	3.390725690811157822e+00	1.785938655701581057e-01	4.767190215191404512e+00	2.983174241275275449e+02
-5.600000000000000533e-01	1.006030178334932579e+00	3.178868494606463813e+00	-2.689790207865686789e+00	2.959969354006646540e+02
-5.400000000000000355e-01	-3.155555705140911105e+00	-1.603871504103227874e+00	-2.706386879898355358e-01	3.011364177543249525e+02
-5.200000000000000178e-01	1.127003083253646398e+00	-3.614885608749015322e+00	-3.348765088546615809e-01	2.981431464589855977e+02
-5.000000000000000000e-01	-5.891510871635881053e+00	-1.915003653956804497e+00	-1.859759365146827825e+00	2.981561745881722914e+02
-4.799999999999999822e-01	2.458376026017826455e+00	1.089110563188053549e+00	-4.059028092210104965e+00	3.025962500090282106e+02
-4.600000000000000200e-01	-5.889031241263278371e-01	1.382346066230743409e+00	-1.154916741105250111e+00	2.946766704634172243e+02
-4.400000000000000022e-01	5.169370655334274423e-01	-1.579126481583460029e+00	-1.508759746806024982e+00	2.944928431967571214e+02
-4.199999999999999845e-01	-1.956155387966795445e+00	-5.476802944837927178e+00	-2.883728516586400836e+00	2.976655202881707964e+02
-4.000000000000000222e-01	-1.328781206343849774e+00	-8.425988297551464390e-01	-3.201900972233375775e+00	2.948800475559455663e+02
-3.800000000000000044e-01	-1.893642234022228976e+00	1.469152087599653878e-01	-5.350596229304820817e+00	2.949385342999968884e+02
-3.599999999999999867e-01	-1.402203572701257839e+00	2.652437432305353227e+00	-2.033124032645054591e+00	2.980733937405493066e+02
-3.400000000000000244e-01	1.426723162397548261e+00	-4.604885283877338864e+00	-2.502597844127151472e+00	2.945380514400503671e+02
-3.200000000000000067e-01	2.093972186633995758e+00	9.882778403460090733e-01	8.535280608940710723e-01	2.972355570699212990e+02
-2.999999999999999889e-01	1.314566687342826556e+00	3.108340281421292595e+00	-3.266186244658312088e+00	2.937839856858163330e+02
-2.800000000000000266e-01	9.688806153474440741e-01	1.485469871546791332e+00	3.424751024682411993e-01	2.958863697979305698e+02
-2.600000000000000089e-01	-4.168091990666875774e-02	1.170583643331555068e+00	-3.660928757341021633e+00	2.944039483036106049e+02
-2.399999999999999911e-01	-2.054989974835772948e+00	3.208195939075860759e-01	-2.315714210822239938e+00	2.917467511217267315e+02
-2.200000000000000011e-01	4.878753260999916463e+00	5.563735649125431948e+00	-7.836313332169988932e+00	2.938566970586592788e+02
-2.000000000000000111e-01	-9.509548771027087621e-01	-1.995568163795958139e+00	-2.309674760362775636e+00	2.886310617909734901e+02
-1.799999999999999933e-01	-2.576532302758077986e+00	-2.148581929561328430e+00	-2.962328277375652075e+00	2.907216743973197595e+02
-1.600000000000000033e-01	-1.855741551587338778e+00	-3.429539472114655485e+00	-5.595940788938762012e+00	2.889712661999617467e+02
-1.400000000000000133e-01	2.379930985827070966e+00	1.020652283895758350e+00	-5.132196131558747432e+00	2.857535946942117562e+02
-1.199999999999999956e-01	-8.504533272544277933e-01	1.153989235467706154e+00	-3.385547181734547273e+00	2.844971276655767838e+02
-1.000000000000000056e-01	-2.150227207936092344e-01	-3.249012491556532378e+00	-6.064993985536475840e+00	2.825123377638642523e+02
-8.000000000000000167e-02	-4.438429808567094792e-01	3.837228903119507706e+00	-3.442249299250750294e+00	2.842573452674811847e+02
-5.999999999999999778e-02	2.393746736886997184e-01	2.248044943636959975e-02	-1.261452621264287899e+01	2.797846627586089880e+02
-4.000000000000000083e-02	-7.125522868462397241e-01	1.808785534665361627e+00	-4.177307720644091837e+00	2.823077588351962390e+02
-2.000000000000000042e-02	3.561605128973133194e+00	6.866430285062433692e-01	-1.063513724882327161e+01	2.747097314292045667e+02
0.000000000000000000e+00	6.929536195486178940e-01	2.173462098956554289e+00	-1.346320634233785896e+01	2.726440118585019263e+02
2.000000000000000042e-02	4.282223681795316317e+00	6.789852526836340774e-01	-9.232695766911229285e+00	2.736766306408754872e+02
4.000000000000000083e-02	-3.730842737254544073e+00	2.885552552174460939e+00	-1.447910669511254333e+01	2.715015302365164871e+02
5.999999999999999778e-02	-7.218627399336682515e+00	-1.649144051048978543e+00	-1.694564109930843898e+01	2.635952291403666550e+02
8.000000000000000167e-02	6.228776111630169865e+00	5.042169692783943447e+00	-1.401220425283058013e+01	2.652448741078892454e+02
1.000000000000000056e-01	-2.324060231147410338e+00	-4.875223847104030450e-01	-2.035380648263427972e+01	2.594996389793382150e+02
1.199999999999999956e-01	-5.209603217289186183e+00	-4.537067070172251526e+00	-2.081807930234063519e+01	2.580263352624175468e+02
1.400000000000000133e-01	-2.323487183301974124e+00	-2.837660400998960331e+00	-2.546651389385703723e+01	2.525189517913628663e+02
1.600000000000000033e-01	5.067345351290104993e+00	-2.277025676786226693e+00	-2.059062619770292812e+01	2.496207865871034244e+02
1.799999999999999933e-01	-3.100192221820113225e+00	-2.067804824768969763e+00	-2.087607433681194635e+01	2.446150772913902927e+02
2.000000000000000111e-01	7.895402482554498391e+00	-3.363793464321965576e+00	-3.744070408138075834e+01	2.493060159266970572e+02
2.200000000000000011e-01	-3.502098007614256048e-01	-9.404437111947304473e+00	-2.586866674503977848e+01	2.377186420879740183e+02
2.399999999999999911e-01	6.802447823450508579e+00	1.896441716270501621e+00	-3.142531130853437560e+01	2.304918694916951836e+02
2.600000000000000089e-01	-5.453081746355283421e+00	-2.418424519869268874e-01	-3.133564014450994506e+01	2.427085985707209090e+02
2.800000000000000266e-01	-8.744645708512692295e+00	-1.029641997951765475e+00	-3.490762477506466155e+01	2.315879129287862668e+02
2.999999999999999889e-01	8.846459614461438248e-01	-6.729856879672273529e+00	-3.430165956611432421e+01	2.298170503405848137e+02
3.200000000000000067e-01	-1.073855789266077831e+00	-2.769861355452914342e+00	-4.021233988154574490e+01	2.279506654497247382e+02
3.400000000000000244e-01	1.786540857940358551e+00	-1.427736126812225237e+01	-4.298225458460683512e+01	2.091089633419871916e+02
3.599999999999999867e-01	4.100964962035229533e+00	-1.133717950523690021e+01	-4.082803105911388997e+01	2.065669186850580843e+02
3.800000000000000044e-01	1.074415096310015905e+01	-8.707626164560982929e+00	-5.460025666719593573e+01	2.007755403899451778e+02
4.000000000000000222e-01	1.589721155772323158e+01	1.246552682003222223e+01	-5.640330791294547907e+01	2.013005174198989948e+02
4.199999999999999845e-01	-1.492741295265793688e+01	4.288001406349633449e+00	-5.691522873207730981e+01	2.185030947307585905e+02
4.400000000000000022e-01	1.350682301854249090e+01	5.955280783112781862e+00	-2.855435775143559951e+01	2.158656275735322367e+02
4.600000000000000200e-01	-8.379739993974437695e-01	-3.804399118806909841e-01	-3.553388733139004785e+01	2.203310718479567356e+02
4.799999999999999822e-01	-4.803347608031305782e+01	1.019105541099062506e+01	-2.143991026372116693e+01	2.038655495829372910e+02
5.000000000000000000e-01	-9.739500493629020639e+01	5.559482353981002234e+01	2.687249186477856711e+00	2.436952810867957737e+02
5.200000000000000178e-01	5.515480401565750412e+01	2.961902707249212696e+01	-5.946509855779675746e+01	1.937416416873583671e+02
5.400000000000000355e-01	-3.409530699216494298e+01	9.794323464183669614e+01	-2.025144116869861577e+01	1.861255349676553976e+02
5.600000000000000533e-01	4.856564235920086681e+00	4.979293521544896350e+01	-9.574285601042211624e+01	3.032271188998265643e+02
5.799999999999999600e-01	-1.591214782126092757e+02	8.829420790658332407e+01	1.129118128058811087e-02	2.008000686112920903e+02
5.999999999999999778e-01	-1.837366440234472975e+01	-1.612553461326751858e+01	9.552964317146688700e+01	1.003816329367624292e+02
6.199999999999999956e-01	-3.185218144394457340e+01	3.048967775329947472e+01	-3.391980400308966637e+00	4.409287824851097071e+01
6.400000000000000133e-01	3.328093646513298154e+01	-1.551936776919756085e+02	-4.765786817646585405e+01	1.587220788912400451e+02
6.600000000000000311e-01	-2.325809817435219884e+01	-1.858597398840356618e+01	-6.744569653877988458e+00	4.296637589126667933e+01
6.800000000000000488e-01	2.193700793071184307e+01	4.798255866509862244e+00	4.939088324550539255e+00	5.020698886385321913e+01
7.000000000000000666e-01	-4.703267973638139665e+01	-1.017302596972634454e+01	-5.061315765852729243e+01	8.143443126035514013e+01
7.199999999999999734e-01	-4.401685716211795807e+01	1.112998204678297043e+01	5.302895754110068083e+01	6.779000755607592055e+01
7.399999999999999911e-01	-9.305033608727777406e+00	8.908635225418645120e+01	-6.741984685859642923e+01	1.431846987745637421e+02
7.600000000000000089e-01	1.943646168617997319e+02	6.279999724589288235e+01	-4.777379377512261271e+00	2.042582775358647780e+02
7.800000000000000266e-01	1.945801552443299443e+01	-2.818675721774343401e+01	-6.839124115766026080e+00	6.102532566805471959e+01
8.000000000000000444e-01	-3.954961113724857569e+01	6.773394486106310808e+01	-2.057297931415183996e+02	1.247931798066294959e+02
8.200000000000000622e-01	3.378984677488915622e+01	-8.786096771177835763e+01	-1.618335028735455126e+02	9.413449629291403653e+01
8.399999999999999689e-01	-9.073278682725504041e+01	-9.379054976394400001e+01	1.059964893339201808e+01	1.304956161350371246e+02
8.599999999999999867e-01	5.820865266102676827e+01	-4.425614676826322835e+01	-1.731608624756336212e+01	9.158358622264125870e+01
8.800000000000000044e-01	3.419207359547726810e+01	2.011641799518838525e+01	-3.254578262893483043e+01	3.967074702744672265e+01
9.000000000000000222e-01	-5.955011601094156504e+00	8.884155721147544682e+01	-4.922004025056958199e+01	8.904091447716061225e+01
9.200000000000000400e-01	7.926761188614182174e+01	1.811421036384999752e+02	-5.626107749249786139e+01	1.977266193629807560e+02
9.400000000000000577e-01	-5.293745819409377873e+01	2.177179873662535101e+02	-2.765181132080033422e+01	2.240613677162208717e+02
9.599999999999999645e-01	-1.634287559625227004e+01	-1.627352069341577590e+01	-2.026807011209893972e+01	3.295044691518421587e+01
9.799999999999999822e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.020000000000000018e+00	3.134665173792745918e+02	4.120857353918254375e+02	6.426584024750627577e+01	5.177604763124669489e+02
1.040000000000000036e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.060000000000000053e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.080000000000000071e+00	-1.456905603595077991e+01	-2.663510536123067141e+01	4.847658659960143268e+01	3.035928575218021663e+01
1.100000000000000089e+00	9.714208782021887600e+01	-3.693317332630977035e+01	-1.154695638738339767e+02	1.324299196965363308e+02
1.120000000000000107e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.140000000000000124e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.159999999999999920e+00	-2.298106086067855358e+01	5.303539011650718749e+01	-4.130003063729964197e+01	5.780036127129587697e+01
1.179999999999999938e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.199999999999999956e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.219999999999999973e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.239999999999999991e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.260000000000000009e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.280000000000000027e+00	-1.227789632342755795e+02	-6.892070519621483982e+01	-1.878246619016863406e+01	1.408003459428532551e+02
1.300000000000000044e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.320000000000000062e+00	2.883764207712374628e+01	-5.302639908134005964e+01	-3.999374408554285765e+01	6.036065440418816053e+01
1.340000000000000080e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.360000000000000098e+00	2.732385027105920017e+00	6.963981912587769330e+00	4.992643957829568535e+01	6.551573982185438183e+01
1.380000000000000115e+00	-8.302739418414421380e+01	-4.126251676236279309e+01	-1.956318512139841914e+01	9.271538963178407755e+01
1.400000000000000133e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.419999999999999929e+00	1.737686464469879866e+01	-7.194396005943417549e-01	3.414608439896255732e+00	1.739175144196484979e+01
1.439999999999999947e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.459999999999999964e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.479999999999999982e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.500000000000000000e+00	-7.131520241359248757e+01	1.499998750831000507e+02	-5.444135219487361610e+01	1.660897968577157542e+02
1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.540000000000000036e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.560000000000000053e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.580000000000000071e+00	-6.012148844660259783e+01	-6.272270765202119946e+01	9.604501581913791597e+01	8.688343586804039376e+01
1.600000000000000089e+00	-1.798449063184671104e+01	9.035311466781422496e+00	4.080490568047389388e+01	2.012656842555963266e+01
1.620000000000000107e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.640000000000000124e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
